dstport,protocol,tag
31,udp,SV_P3
37752,6,sv_P9
26,tcp,sv_P6
26,tcp,sv_P6
0,icmp,sv_P5
3236,17,sv_P8
60950,17,sv_P10
37878,17,sv_P9
39190,1,sv_P8
51407,17,sv_P8
44369,1,sv_P10
31,udp,SV_P3
46347,6,sv_P8
48482,1,sv_P8
2615,6,sv_P9
26,tcp,sv_P6
23,tcp,sv_P1
143,tcp,email
27565,1,sv_P10
3732,1,sv_P10
25,tcp,sv_P1
45731,17,sv_P9
68,udp,sv_P2
443,tcp,sv_P2
24861,1,sv_P9
3389,tcp,sv_P5
443,tcp,sv_P2
6728,1,sv_P8
443,tcp,sv_P2
68,udp,sv_P2
23,tcp,sv_P1
28,tcp,sv_P7
443,tcp,sv_P2
26,tcp,sv_P6
22,tcp,sv_P4
68,udp,sv_P2
0,icmp,sv_P5
31,udp,SV_P3
10194,1,sv_P9
26,tcp,sv_P6
3362,6,sv_P10
443,tcp,sv_P2
110,tcp,email
443,tcp,sv_P2
62152,6,sv_P10
48268,6,sv_P10
26,tcp,sv_P6
51280,17,sv_P10
31228,6,sv_P10
0,icmp,sv_P5
6164,6,sv_P10
143,tcp,email
993,tcp,email
23,tcp,sv_P1
11082,17,sv_P8
17537,1,sv_P9
3389,tcp,sv_P5
6755,17,sv_P9
21106,1,sv_P8
30529,1,sv_P10
993,tcp,email
143,tcp,email
3389,tcp,sv_P5
0,icmp,sv_P5
26,tcp,sv_P6
25,tcp,sv_P1
443,tcp,sv_P2
26,tcp,sv_P6
28,tcp,sv_P7
0,icmp,sv_P5
25,tcp,sv_P1
24607,17,sv_P10
143,tcp,email
68,udp,sv_P2
31,udp,SV_P3
63809,1,sv_P8
32713,6,sv_P10
60176,6,sv_P8
23,tcp,sv_P1
0,icmp,sv_P5
47154,6,sv_P9
143,tcp,email
23091,6,sv_P10
40741,1,sv_P10
51983,6,sv_P10
10671,6,sv_P10
38502,17,sv_P9
52772,17,sv_P9
31,udp,SV_P3
25,tcp,sv_P1
68,udp,sv_P2
42448,1,sv_P9
51086,6,sv_P8
0,icmp,sv_P5
29645,1,sv_P8
23,tcp,sv_P1
15392,17,sv_P9
28,tcp,sv_P7
28741,17,sv_P10
16292,1,sv_P9
25,tcp,sv_P1
28,tcp,sv_P7
31606,1,sv_P8
25,tcp,sv_P1
5101,17,sv_P9
443,tcp,sv_P2
23,tcp,sv_P1
64691,6,sv_P10
28,tcp,sv_P7
26,tcp,sv_P6
54523,17,sv_P10
21781,6,sv_P9
61140,6,sv_P8
0,icmp,sv_P5
443,tcp,sv_P2
68,udp,sv_P2
143,tcp,email
34312,6,sv_P9
28,tcp,sv_P7
20707,6,sv_P10
340,17,sv_P8
9685,6,sv_P10
5900,1,sv_P9
0,icmp,sv_P5
0,icmp,sv_P5
50981,17,sv_P9
37971,6,sv_P9
29214,6,sv_P10
22,tcp,sv_P4
51498,1,sv_P8
23,tcp,sv_P1
4658,1,sv_P8
143,tcp,email
14602,6,sv_P8
44971,1,sv_P8
11762,1,sv_P9
21022,1,sv_P10
24897,6,sv_P10
25,tcp,sv_P1
3389,tcp,sv_P5
15124,17,sv_P9
12397,6,sv_P9
63028,1,sv_P9
55052,6,sv_P9
40890,1,sv_P8
110,tcp,email
31,udp,SV_P3
63815,1,sv_P10
11099,1,sv_P10
993,tcp,email
41582,1,sv_P9
51391,17,sv_P8
59796,17,sv_P8
68,udp,sv_P2
21058,17,sv_P9
23,tcp,sv_P1
22,tcp,sv_P4
28,tcp,sv_P7
23451,1,sv_P10
28,tcp,sv_P7
3389,tcp,sv_P5
28,tcp,sv_P7
51080,6,sv_P9
443,tcp,sv_P2
3389,tcp,sv_P5
26129,17,sv_P8
110,tcp,email
31267,1,sv_P8
110,tcp,email
68,udp,sv_P2
2548,17,sv_P10
110,tcp,email
0,icmp,sv_P5
7663,6,sv_P8
22321,6,sv_P10
23,tcp,sv_P1
110,tcp,email
31,udp,SV_P3
3389,tcp,sv_P5
16918,17,sv_P9
443,tcp,sv_P2
14295,6,sv_P9
28,tcp,sv_P7
28,tcp,sv_P7
32056,6,sv_P8
22,tcp,sv_P4
0,icmp,sv_P5
443,tcp,sv_P2
36091,1,sv_P9
25,tcp,sv_P1
110,tcp,email
0,icmp,sv_P5
110,tcp,email
56704,17,sv_P8
0,icmp,sv_P5
36584,6,sv_P8
443,tcp,sv_P2
59285,1,sv_P9
993,tcp,email
25,tcp,sv_P1
28430,6,sv_P10
26,tcp,sv_P6
51479,1,sv_P9
22544,1,sv_P9
54364,6,sv_P10
31,udp,SV_P3
443,tcp,sv_P2
3389,tcp,sv_P5
50534,6,sv_P9
64186,6,sv_P9
5236,1,sv_P9
993,tcp,email
993,tcp,email
26,tcp,sv_P6
22,tcp,sv_P4
29990,17,sv_P8
25,tcp,sv_P1
4944,17,sv_P10
443,tcp,sv_P2
23590,17,sv_P9
15198,1,sv_P8
31,udp,SV_P3
31756,17,sv_P9
22,tcp,sv_P4
4462,6,sv_P8
22,tcp,sv_P4
4347,1,sv_P10
43987,17,sv_P9
3389,tcp,sv_P5
40782,1,sv_P9
31,udp,SV_P3
35590,6,sv_P10
49652,1,sv_P8
3389,tcp,sv_P5
3389,tcp,sv_P5
42889,17,sv_P9
110,tcp,email
37594,17,sv_P10
25,tcp,sv_P1
993,tcp,email
33380,17,sv_P10
31,udp,SV_P3
443,tcp,sv_P2
31,udp,SV_P3
993,tcp,email
31,udp,SV_P3
4966,17,sv_P9
7054,1,sv_P10
3041,6,sv_P10
26,tcp,sv_P6
11142,6,sv_P8
110,tcp,email
143,tcp,email
9917,6,sv_P10
50947,6,sv_P10
25651,1,sv_P10
35890,17,sv_P10
28,tcp,sv_P7
53868,6,sv_P10
37965,6,sv_P9
26,tcp,sv_P6
30882,6,sv_P10
110,tcp,email
31,udp,SV_P3
0,icmp,sv_P5
443,tcp,sv_P2
64876,1,sv_P10
110,tcp,email
25,tcp,sv_P1
2731,1,sv_P8
31,udp,SV_P3
26,tcp,sv_P6
18277,1,sv_P10
110,tcp,email
25,tcp,sv_P1
19920,17,sv_P9
384,1,sv_P10
48808,6,sv_P9
65307,1,sv_P10
43893,1,sv_P9
8508,1,sv_P9
110,tcp,email
26,tcp,sv_P6
143,tcp,email
58661,17,sv_P10
45194,6,sv_P8
44234,6,sv_P8
42747,6,sv_P10
443,tcp,sv_P2
45583,6,sv_P8
26,tcp,sv_P6
6128,1,sv_P10
23,tcp,sv_P1
48624,6,sv_P10
3389,tcp,sv_P5
50318,17,sv_P10
52230,6,sv_P8
68,udp,sv_P2
25406,6,sv_P9
65523,6,sv_P8
2986,6,sv_P9
34216,1,sv_P9
31,udp,SV_P3
31,udp,SV_P3
55293,6,sv_P9
13261,17,sv_P10
64368,17,sv_P8
23,tcp,sv_P1
3550,1,sv_P10
28,tcp,sv_P7
59509,6,sv_P9
15546,1,sv_P10
47497,17,sv_P9
42177,1,sv_P8
2185,1,sv_P8
48449,17,sv_P8
23,tcp,sv_P1
29248,1,sv_P9
25,tcp,sv_P1
4615,6,sv_P8
26,tcp,sv_P6
10993,1,sv_P10
0,icmp,sv_P5
3296,6,sv_P8
68,udp,sv_P2
23486,1,sv_P10
31,udp,SV_P3
43418,1,sv_P10
143,tcp,email
3389,tcp,sv_P5
22930,6,sv_P8
68,udp,sv_P2
41213,6,sv_P10
46683,17,sv_P10
26,tcp,sv_P6
110,tcp,email
42432,6,sv_P9
25,tcp,sv_P1
25,tcp,sv_P1
993,tcp,email
54031,17,sv_P10
3389,tcp,sv_P5
45157,1,sv_P8
30108,1,sv_P10
35292,1,sv_P10
51124,17,sv_P10
41918,17,sv_P8
62070,6,sv_P10
41830,1,sv_P10
58415,1,sv_P9
993,tcp,email
25978,17,sv_P9
25,tcp,sv_P1
993,tcp,email
22,tcp,sv_P4
3389,tcp,sv_P5
143,tcp,email
68,udp,sv_P2
443,tcp,sv_P2
26,tcp,sv_P6
68,udp,sv_P2
143,tcp,email
23104,1,sv_P8
143,tcp,email
28,tcp,sv_P7
31,udp,SV_P3
993,tcp,email
443,tcp,sv_P2
47667,6,sv_P9
4830,6,sv_P8
23,tcp,sv_P1
23,tcp,sv_P1
6770,1,sv_P9
110,tcp,email
7545,6,sv_P9
25,tcp,sv_P1
4148,6,sv_P9
31,udp,SV_P3
143,tcp,email
18405,17,sv_P8
25,tcp,sv_P1
1208,17,sv_P10
31,udp,SV_P3
993,tcp,email
3389,tcp,sv_P5
26,tcp,sv_P6
993,tcp,email
57644,6,sv_P8
8251,17,sv_P8
39952,17,sv_P10
4650,6,sv_P10
25,tcp,sv_P1
143,tcp,email
443,tcp,sv_P2
55107,6,sv_P9
21908,6,sv_P8
443,tcp,sv_P2
16404,1,sv_P9
23,tcp,sv_P1
28,tcp,sv_P7
28939,1,sv_P10
4508,6,sv_P10
31,udp,SV_P3
2116,1,sv_P10
26,tcp,sv_P6
31,udp,SV_P3
3043,6,sv_P8
68,udp,sv_P2
443,tcp,sv_P2
28,tcp,sv_P7
110,tcp,email
703,6,sv_P10
30184,6,sv_P9
110,tcp,email
26,tcp,sv_P6
0,icmp,sv_P5
23,tcp,sv_P1
3389,tcp,sv_P5
38336,6,sv_P9
51790,1,sv_P8
64899,1,sv_P9
23,tcp,sv_P1
0,icmp,sv_P5
110,tcp,email
54850,1,sv_P10
28,tcp,sv_P7
24818,1,sv_P8
39981,17,sv_P8
23,tcp,sv_P1
25,tcp,sv_P1
15736,1,sv_P9
25,tcp,sv_P1
43776,17,sv_P9
33404,17,sv_P9
22,tcp,sv_P4
35149,6,sv_P8
3389,tcp,sv_P5
18968,17,sv_P10
143,tcp,email
22,tcp,sv_P4
2286,1,sv_P10
993,tcp,email
32807,17,sv_P8
21408,17,sv_P8
26,tcp,sv_P6
443,tcp,sv_P2
41027,1,sv_P8
59016,17,sv_P8
23,tcp,sv_P1
68,udp,sv_P2
143,tcp,email
12076,1,sv_P9
55407,1,sv_P10
9757,6,sv_P8
41606,1,sv_P10
47296,17,sv_P10
31,udp,SV_P3
110,tcp,email
9815,1,sv_P9
31,udp,SV_P3
63607,1,sv_P9
26,tcp,sv_P6
143,tcp,email
48406,1,sv_P9
35045,6,sv_P8
26,tcp,sv_P6
25126,17,sv_P8
25,tcp,sv_P1
110,tcp,email
443,tcp,sv_P2
50977,17,sv_P8
0,icmp,sv_P5
57654,17,sv_P9
0,icmp,sv_P5
32197,6,sv_P9
48292,17,sv_P9
28,tcp,sv_P7
31,udp,SV_P3
1214,1,sv_P9
17534,6,sv_P9
43256,1,sv_P10
14980,17,sv_P8
8121,1,sv_P10
26,tcp,sv_P6
11609,6,sv_P10
42890,6,sv_P9
6989,6,sv_P8
31,udp,SV_P3
3389,tcp,sv_P5
26181,1,sv_P9
25,tcp,sv_P1
58764,1,sv_P9
60203,6,sv_P9
21977,1,sv_P8
44450,6,sv_P8
22,tcp,sv_P4
13119,17,sv_P9
46349,17,sv_P10
28,tcp,sv_P7
443,tcp,sv_P2
443,tcp,sv_P2
23,tcp,sv_P1
57010,1,sv_P9
8361,6,sv_P9
31,udp,SV_P3
16557,17,sv_P9
25,tcp,sv_P1
6125,6,sv_P10
9077,6,sv_P9
22,tcp,sv_P4
443,tcp,sv_P2
110,tcp,email
61824,1,sv_P9
16192,6,sv_P10
3389,tcp,sv_P5
3389,tcp,sv_P5
443,tcp,sv_P2
993,tcp,email
25,tcp,sv_P1
20433,17,sv_P9
3389,tcp,sv_P5
25742,6,sv_P8
39643,6,sv_P10
3357,6,sv_P10
31,udp,SV_P3
11461,1,sv_P8
28,tcp,sv_P7
31631,17,sv_P8
65345,17,sv_P10
11944,1,sv_P10
26403,1,sv_P10
2081,6,sv_P8
28,tcp,sv_P7
18916,6,sv_P10
23,tcp,sv_P1
68,udp,sv_P2
22,tcp,sv_P4
443,tcp,sv_P2
31,udp,SV_P3
0,icmp,sv_P5
21174,17,sv_P9
0,icmp,sv_P5
35392,1,sv_P9
61437,17,sv_P10
41361,6,sv_P8
8964,1,sv_P8
25,tcp,sv_P1
110,tcp,email
38181,1,sv_P10
26,tcp,sv_P6
25,tcp,sv_P1
993,tcp,email
23,tcp,sv_P1
35001,6,sv_P10
22,tcp,sv_P4
47491,1,sv_P8
49888,17,sv_P9
9178,6,sv_P10
143,tcp,email
110,tcp,email
59710,1,sv_P10
28,tcp,sv_P7
11319,17,sv_P10
52768,6,sv_P9
22,tcp,sv_P4
11513,1,sv_P8
34410,17,sv_P8
33695,6,sv_P8
61553,1,sv_P8
22,tcp,sv_P4
31,udp,SV_P3
32037,17,sv_P8
51628,17,sv_P10
31,udp,SV_P3
34559,1,sv_P8
3389,tcp,sv_P5
26,tcp,sv_P6
993,tcp,email
36742,1,sv_P8
3389,tcp,sv_P5
38885,1,sv_P9
3389,tcp,sv_P5
22,tcp,sv_P4
23,tcp,sv_P1
9608,1,sv_P9
22,tcp,sv_P4
31,udp,SV_P3
47490,6,sv_P10
4470,17,sv_P10
14090,1,sv_P10
443,tcp,sv_P2
28,tcp,sv_P7
35090,17,sv_P9
25,tcp,sv_P1
56433,6,sv_P8
25,tcp,sv_P1
23,tcp,sv_P1
26,tcp,sv_P6
31,udp,SV_P3
60077,6,sv_P8
443,tcp,sv_P2
3889,1,sv_P9
46524,6,sv_P8
23,tcp,sv_P1
26,tcp,sv_P6
26035,17,sv_P8
48986,17,sv_P10
3389,tcp,sv_P5
31,udp,SV_P3
23,tcp,sv_P1
993,tcp,email
443,tcp,sv_P2
42397,1,sv_P9
41983,17,sv_P8
25,tcp,sv_P1
39410,1,sv_P9
10168,17,sv_P9
3389,tcp,sv_P5
40220,1,sv_P8
68,udp,sv_P2
47505,6,sv_P10
22,tcp,sv_P4
28,tcp,sv_P7
3389,tcp,sv_P5
51249,6,sv_P9
61528,17,sv_P10
31,udp,SV_P3
21851,1,sv_P8
38596,17,sv_P9
61959,1,sv_P9
68,udp,sv_P2
23,tcp,sv_P1
3864,6,sv_P8
25,tcp,sv_P1
42187,1,sv_P9
8282,6,sv_P8
42584,1,sv_P10
16972,17,sv_P9
443,tcp,sv_P2
49992,1,sv_P9
26,tcp,sv_P6
110,tcp,email
45051,6,sv_P10
38926,1,sv_P10
65309,6,sv_P9
52304,6,sv_P10
443,tcp,sv_P2
27325,6,sv_P8
443,tcp,sv_P2
16645,1,sv_P10
52390,1,sv_P9
443,tcp,sv_P2
28,tcp,sv_P7
9665,17,sv_P8
26,tcp,sv_P6
6267,1,sv_P8
31,udp,SV_P3
42151,1,sv_P9
29415,1,sv_P10
413,1,sv_P10
10879,17,sv_P10
1958,17,sv_P9
25,tcp,sv_P1
63528,1,sv_P8
68,udp,sv_P2
18039,1,sv_P10
110,tcp,email
14188,17,sv_P9
45210,6,sv_P8
28,tcp,sv_P7
143,tcp,email
38254,17,sv_P10
3389,tcp,sv_P5
3389,tcp,sv_P5
25,tcp,sv_P1
58637,1,sv_P9
61364,1,sv_P9
443,tcp,sv_P2
443,tcp,sv_P2
47644,6,sv_P9
31,udp,SV_P3
143,tcp,email
9420,17,sv_P10
23,tcp,sv_P1
110,tcp,email
32915,1,sv_P9
25,tcp,sv_P1
26099,17,sv_P8
110,tcp,email
38470,6,sv_P8
39403,17,sv_P9
143,tcp,email
9224,1,sv_P8
22135,6,sv_P10
25,tcp,sv_P1
708,6,sv_P8
1026,17,sv_P9
40173,1,sv_P8
25,tcp,sv_P1
29116,17,sv_P10
36008,17,sv_P8
22,tcp,sv_P4
31,udp,SV_P3
58764,1,sv_P9
51935,6,sv_P8
25,tcp,sv_P1
443,tcp,sv_P2
110,tcp,email
25,tcp,sv_P1
11543,6,sv_P10
110,tcp,email
23,tcp,sv_P1
143,tcp,email
68,udp,sv_P2
23,tcp,sv_P1
50685,6,sv_P10
25,tcp,sv_P1
3389,tcp,sv_P5
25,tcp,sv_P1
50111,6,sv_P9
12569,17,sv_P8
22058,6,sv_P10
143,tcp,email
11725,6,sv_P9
6233,6,sv_P10
68,udp,sv_P2
31,udp,SV_P3
39721,6,sv_P10
10243,17,sv_P8
3389,tcp,sv_P5
110,tcp,email
23899,17,sv_P9
31,udp,SV_P3
22,tcp,sv_P4
110,tcp,email
110,tcp,email
31,udp,SV_P3
33425,6,sv_P8
23,tcp,sv_P1
993,tcp,email
8934,1,sv_P10
26,tcp,sv_P6
23,tcp,sv_P1
68,udp,sv_P2
45953,17,sv_P9
443,tcp,sv_P2
143,tcp,email
21154,17,sv_P9
13217,1,sv_P8
28,tcp,sv_P7
54534,6,sv_P8
3389,tcp,sv_P5
13737,1,sv_P9
143,tcp,email
26455,17,sv_P8
11234,6,sv_P10
46065,6,sv_P8
43597,17,sv_P8
143,tcp,email
143,tcp,email
53410,17,sv_P8
31,udp,SV_P3
22,tcp,sv_P4
22,tcp,sv_P4
23525,17,sv_P8
1473,17,sv_P9
25,tcp,sv_P1
0,icmp,sv_P5
110,tcp,email
29018,6,sv_P9
34182,1,sv_P10
49360,17,sv_P10
47268,6,sv_P10
68,udp,sv_P2
0,icmp,sv_P5
19092,1,sv_P9
57014,17,sv_P8
551,17,sv_P10
26,tcp,sv_P6
993,tcp,email
1811,6,sv_P9
22,tcp,sv_P4
60013,17,sv_P9
51559,6,sv_P9
68,udp,sv_P2
41111,17,sv_P8
59199,1,sv_P9
13409,1,sv_P8
68,udp,sv_P2
23,tcp,sv_P1
26,tcp,sv_P6
31719,6,sv_P9
14,17,sv_P8
0,icmp,sv_P5
0,icmp,sv_P5
10784,1,sv_P9
28,tcp,sv_P7
68,udp,sv_P2
62331,17,sv_P9
143,tcp,email
2703,17,sv_P8
55561,6,sv_P8
48686,17,sv_P8
993,tcp,email
28,tcp,sv_P7
27598,1,sv_P9
54270,1,sv_P10
23,tcp,sv_P1
37954,1,sv_P10
14316,6,sv_P10
26,tcp,sv_P6
40331,1,sv_P8
993,tcp,email
41480,1,sv_P10
49019,1,sv_P8
3389,tcp,sv_P5
57088,17,sv_P10
18978,17,sv_P10
25,tcp,sv_P1
24908,6,sv_P9
31662,6,sv_P10
63526,17,sv_P10
25,tcp,sv_P1
50178,6,sv_P9
110,tcp,email
993,tcp,email
25,tcp,sv_P1
23949,6,sv_P8
18489,1,sv_P9
46156,17,sv_P8
31,udp,SV_P3
25,tcp,sv_P1
26987,6,sv_P10
31,udp,SV_P3
25,tcp,sv_P1
31,udp,SV_P3
25,tcp,sv_P1
31702,1,sv_P8
31228,1,sv_P8
25,tcp,sv_P1
26,tcp,sv_P6
49925,1,sv_P9
110,tcp,email
33383,6,sv_P9
27480,17,sv_P9
61701,17,sv_P9
22,tcp,sv_P4
28,tcp,sv_P7
27037,17,sv_P10
25,tcp,sv_P1
47787,6,sv_P9
62760,1,sv_P10
0,icmp,sv_P5
31,udp,SV_P3
143,tcp,email
45551,1,sv_P8
24739,1,sv_P10
17305,1,sv_P8
31,udp,SV_P3
185,6,sv_P9
31,udp,SV_P3
110,tcp,email
143,tcp,email
25,tcp,sv_P1
56730,17,sv_P10
28,tcp,sv_P7
19567,6,sv_P9
25,tcp,sv_P1
61252,1,sv_P8
443,tcp,sv_P2
68,udp,sv_P2
22,tcp,sv_P4
0,icmp,sv_P5
44855,1,sv_P10
143,tcp,email
14535,17,sv_P8
23,tcp,sv_P1
26,tcp,sv_P6
23,tcp,sv_P1
443,tcp,sv_P2
14053,1,sv_P9
28,tcp,sv_P7
56851,17,sv_P10
12541,17,sv_P9
28,tcp,sv_P7
27598,17,sv_P10
3389,tcp,sv_P5
29637,1,sv_P9
22,tcp,sv_P4
37993,17,sv_P10
7536,17,sv_P8
51526,6,sv_P10
26,tcp,sv_P6
110,tcp,email
48916,1,sv_P10
62187,17,sv_P8
3389,tcp,sv_P5
25,tcp,sv_P1
43523,17,sv_P9
51657,1,sv_P10
39564,17,sv_P9
23,tcp,sv_P1
443,tcp,sv_P2
22616,17,sv_P10
110,tcp,email
8267,1,sv_P8
40917,17,sv_P9
19493,6,sv_P8
993,tcp,email
68,udp,sv_P2
23,tcp,sv_P1
28,tcp,sv_P7
22,tcp,sv_P4
24152,1,sv_P10
40942,1,sv_P10
21757,6,sv_P9
19948,6,sv_P10
55409,6,sv_P8
51532,6,sv_P9
23052,1,sv_P8
20062,17,sv_P8
17148,17,sv_P10
143,tcp,email
26,tcp,sv_P6
143,tcp,email
15002,1,sv_P10
0,icmp,sv_P5
3389,tcp,sv_P5
31,udp,SV_P3
30975,17,sv_P8
30039,1,sv_P8
23,tcp,sv_P1
20833,6,sv_P9
993,tcp,email
10498,1,sv_P10
25511,1,sv_P10
26,tcp,sv_P6
26,tcp,sv_P6
110,tcp,email
56395,1,sv_P9
38022,17,sv_P9
55030,6,sv_P10
23,tcp,sv_P1
3389,tcp,sv_P5
68,udp,sv_P2
61694,6,sv_P9
50592,1,sv_P8
39744,17,sv_P8
24175,17,sv_P8
23,tcp,sv_P1
143,tcp,email
11033,17,sv_P9
43509,6,sv_P8
51716,17,sv_P9
25,tcp,sv_P1
39509,6,sv_P9
22,tcp,sv_P4
12481,6,sv_P8
23180,1,sv_P8
9510,1,sv_P8
143,tcp,email
25,tcp,sv_P1
25,tcp,sv_P1
15086,6,sv_P9
0,icmp,sv_P5
110,tcp,email
993,tcp,email
31,udp,SV_P3
26,tcp,sv_P6
143,tcp,email
110,tcp,email
68,udp,sv_P2
1904,6,sv_P8
22,tcp,sv_P4
37309,1,sv_P10
31,udp,SV_P3
54406,1,sv_P9
25908,17,sv_P10
26,tcp,sv_P6
110,tcp,email
26,tcp,sv_P6
47116,17,sv_P10
25455,17,sv_P8
0,icmp,sv_P5
18820,17,sv_P10
17722,1,sv_P9
47033,1,sv_P8
1758,1,sv_P10
1992,17,sv_P10
0,icmp,sv_P5
443,tcp,sv_P2
55686,1,sv_P9
443,tcp,sv_P2
3389,tcp,sv_P5
143,tcp,email
26,tcp,sv_P6
35324,1,sv_P10
51671,1,sv_P9
18704,6,sv_P10
28,tcp,sv_P7
993,tcp,email
8575,1,sv_P10
31,udp,SV_P3
7440,1,sv_P9
45025,6,sv_P8
110,tcp,email
68,udp,sv_P2
46851,1,sv_P10
22,tcp,sv_P4
64734,6,sv_P9
56270,1,sv_P8
43281,6,sv_P10
35480,1,sv_P8
28,tcp,sv_P7
110,tcp,email
30958,1,sv_P9
62690,1,sv_P8
143,tcp,email
23,tcp,sv_P1
110,tcp,email
35751,6,sv_P10
143,tcp,email
28278,6,sv_P9
53337,17,sv_P10
46943,1,sv_P8
68,udp,sv_P2
30138,1,sv_P8
993,tcp,email
40344,17,sv_P9
51505,17,sv_P8
19073,17,sv_P8
16318,17,sv_P10
993,tcp,email
31,udp,SV_P3
64627,17,sv_P8
25,tcp,sv_P1
10631,17,sv_P10
443,tcp,sv_P2
48216,6,sv_P8
11701,17,sv_P8
110,tcp,email
15070,17,sv_P8
143,tcp,email
68,udp,sv_P2
143,tcp,email
68,udp,sv_P2
40948,1,sv_P8
8884,17,sv_P8
39151,6,sv_P10
0,icmp,sv_P5
16720,1,sv_P9
31,udp,SV_P3
68,udp,sv_P2
0,icmp,sv_P5
993,tcp,email
47439,17,sv_P9
25,tcp,sv_P1
110,tcp,email
18667,17,sv_P10
37761,1,sv_P9
50471,17,sv_P10
11338,1,sv_P10
24973,1,sv_P8
5156,1,sv_P8
28222,1,sv_P8
2222,6,sv_P9
30998,1,sv_P10
26,tcp,sv_P6
22,tcp,sv_P4
30911,6,sv_P10
4754,17,sv_P10
28,tcp,sv_P7
443,tcp,sv_P2
43336,1,sv_P9
28,tcp,sv_P7
37613,1,sv_P10
33538,1,sv_P8
31,udp,SV_P3
9522,1,sv_P10
0,icmp,sv_P5
993,tcp,email
37829,17,sv_P9
30304,6,sv_P10
59074,6,sv_P8
143,tcp,email
443,tcp,sv_P2
68,udp,sv_P2
2324,1,sv_P8
34787,6,sv_P10
28,tcp,sv_P7
22,tcp,sv_P4
33284,1,sv_P10
51920,17,sv_P8
25,tcp,sv_P1
61875,17,sv_P10
443,tcp,sv_P2
443,tcp,sv_P2
65121,17,sv_P8
28,tcp,sv_P7
55943,17,sv_P10
26355,17,sv_P9
33389,17,sv_P8
33406,6,sv_P10
110,tcp,email
65349,17,sv_P9
44772,17,sv_P10
26485,17,sv_P10
17856,6,sv_P10
25,tcp,sv_P1
42498,1,sv_P8
49790,17,sv_P10
443,tcp,sv_P2
52602,17,sv_P9
23,tcp,sv_P1
10891,1,sv_P9
68,udp,sv_P2
110,tcp,email
47888,17,sv_P9
62431,1,sv_P8
27386,17,sv_P10
68,udp,sv_P2
52104,17,sv_P10
25008,1,sv_P8
26705,1,sv_P8
56916,1,sv_P9
59751,17,sv_P10
62776,6,sv_P8
0,icmp,sv_P5
16572,17,sv_P10
143,tcp,email
31,udp,SV_P3
197,1,sv_P9
27475,17,sv_P8
143,tcp,email
68,udp,sv_P2
23,tcp,sv_P1
0,icmp,sv_P5
26123,17,sv_P8
22,tcp,sv_P4
19264,1,sv_P8
31,udp,SV_P3
143,tcp,email
443,tcp,sv_P2
993,tcp,email
25,tcp,sv_P1
7805,6,sv_P10
22576,1,sv_P9
54615,6,sv_P8
26032,6,sv_P10
52734,1,sv_P9
3389,tcp,sv_P5
515,17,sv_P8
9875,1,sv_P9
528,6,sv_P10
26958,17,sv_P10
443,tcp,sv_P2
443,tcp,sv_P2
30896,1,sv_P9
32461,1,sv_P9
10365,6,sv_P10
68,udp,sv_P2
0,icmp,sv_P5
7684,6,sv_P8
42431,17,sv_P8
26,tcp,sv_P6
26,tcp,sv_P6
28724,1,sv_P10
55646,6,sv_P9
3389,tcp,sv_P5
26,tcp,sv_P6
31,udp,SV_P3
993,tcp,email
993,tcp,email
31,udp,SV_P3
25,tcp,sv_P1
26,tcp,sv_P6
110,tcp,email
26,tcp,sv_P6
443,tcp,sv_P2
27817,1,sv_P9
31,udp,SV_P3
3389,tcp,sv_P5
3389,tcp,sv_P5
25,tcp,sv_P1
49189,17,sv_P8
15601,1,sv_P8
26,tcp,sv_P6
51438,6,sv_P8
3389,tcp,sv_P5
25187,17,sv_P8
8196,6,sv_P10
143,tcp,email
26896,17,sv_P8
23,tcp,sv_P1
18785,6,sv_P8
15815,17,sv_P9
143,tcp,email
28949,1,sv_P10
31,udp,SV_P3
59819,17,sv_P9
50288,1,sv_P10
22,tcp,sv_P4
68,udp,sv_P2
35633,1,sv_P9
61711,17,sv_P9
0,icmp,sv_P5
3389,tcp,sv_P5
47418,17,sv_P8
34576,17,sv_P8
37194,6,sv_P10
44918,1,sv_P10
22330,17,sv_P10
23,tcp,sv_P1
62129,1,sv_P9
34583,17,sv_P9
63437,6,sv_P10
28541,1,sv_P8
993,tcp,email
31,udp,SV_P3
27762,6,sv_P10
3389,tcp,sv_P5
0,icmp,sv_P5
62361,6,sv_P9
443,tcp,sv_P2
27852,17,sv_P8
45644,1,sv_P8
25,tcp,sv_P1
68,udp,sv_P2
22,tcp,sv_P4
993,tcp,email
63755,6,sv_P10
8540,6,sv_P10
42394,6,sv_P9
17655,1,sv_P9
110,tcp,email
443,tcp,sv_P2
19720,17,sv_P8
30470,1,sv_P10
25,tcp,sv_P1
12567,1,sv_P9
26,tcp,sv_P6
989,6,sv_P8
22875,6,sv_P9
58438,17,sv_P8
30930,1,sv_P9
15139,1,sv_P10
3389,tcp,sv_P5
110,tcp,email
54482,6,sv_P9
3389,tcp,sv_P5
48825,6,sv_P10
62746,17,sv_P10
25,tcp,sv_P1
443,tcp,sv_P2
23769,17,sv_P8
68,udp,sv_P2
25,tcp,sv_P1
110,tcp,email
15185,17,sv_P8
7400,17,sv_P8
143,tcp,email
25,tcp,sv_P1
18272,6,sv_P9
31,udp,SV_P3
42943,1,sv_P10
25,tcp,sv_P1
53428,6,sv_P10
26,tcp,sv_P6
25,tcp,sv_P1
43187,1,sv_P10
